,FM_defect4ml069_faulty
MM_defect4ml069_GF_0.01_1,0.0000 (unreliable)
MM_defect4ml069_GF_0.1_1,0.0000 (unreliable)
MM_defect4ml069_GF_0.2_1,0.0000 (unreliable)
MM_defect4ml069_GF_0.6_1,0.0000 (unreliable)
MM_defect4ml069_GF_1.0_1,0.0833 (unreliable)
MM_defect4ml069_LA_0.01_1,0.0000 (unreliable)
MM_defect4ml069_LD_0.01_1,0.0000 (unreliable)
MM_defect4ml069_LR_0.01_1,0.0000 (unreliable)
MM_defect4ml069_NAI_0.01_1,0.0000 (unreliable)
MM_defect4ml069_NAI_0.1_1,0.2500 (unreliable)
MM_defect4ml069_NEB_0.01_1,0.2500 (unreliable)
MM_defect4ml069_NEB_0.1_1,0.0000 (unreliable)
MM_defect4ml069_NS_0.01_1,0.0000 (unreliable)
MM_defect4ml069_NS_0.1_1,0.0000 (unreliable)
MM_defect4ml069_NS_0.2_1,0.5000 (unreliable)
MM_defect4ml069_WS_0.1_1,0.0000 (unreliable)
MM_defect4ml069_WS_0.2_1,0.5000 (unreliable)
