,FM_deepfd035_faulty
MM_deepfd035_GF_0.01_1,0.1176 (unreliable)
MM_deepfd035_GF_0.1_1,0.1667 (unreliable)
MM_deepfd035_GF_0.2_1,0.0000 (unreliable)
MM_deepfd035_GF_0.6_1,0.0556 (unreliable)
MM_deepfd035_GF_1.0_1,0.0000 (unreliable)
MM_deepfd035_LA_0.01_1,0.0000 (unreliable)
MM_deepfd035_NAI_0.01_1,0.0000 (unreliable)
MM_deepfd035_NAI_0.1_1,0.0000 (unreliable)
MM_deepfd035_NAI_0.2_1,0.0000 (unreliable)
MM_deepfd035_NEB_0.01_1,0.0000 (unreliable)
MM_deepfd035_NEB_0.1_1,0.2000 (unreliable)
MM_deepfd035_NEB_0.2_1,0.0000 (unreliable)
MM_deepfd035_NS_0.01_1,0.0000 (unreliable)
MM_deepfd035_NS_0.1_1,0.0000 (unreliable)
MM_deepfd035_NS_0.2_1,0.0000 (unreliable)
MM_deepfd035_NS_0.6_1,0.0714 (unreliable)
MM_deepfd035_WS_0.01_1,0.0000 (unreliable)
MM_deepfd035_WS_0.1_1,0.0000 (unreliable)
MM_deepfd035_WS_0.2_1,0.3333 (unreliable)
